NmCanalAtendimento;IdUsuario;DtAcesso;IdAcesso;SkyWhatsApp
WHATSAPP;3B5A6EC7-B0E4-402E-A817-D805EE1CD715;2024-09-23;HSM_77E0D467-A609-4AAB-972F-D73A6A98A096;SKY_35
WHATSAPP;3B5A6EC7-B0E4-402E-A817-D805EE1CD715;2024-09-24;HSM_D55700F8-2598-44A2-AB55-97BEF1EE948C;SKY_26
WHATSAPP;3B5FD1E8-7F58-4828-A103-595C9EB89F37;2024-09-06;HSM_54301498-0F4D-4CA3-A264-8414F9601E12;SKY_23
WHATSAPP;3B6322D4-F67A-4C8C-9C6F-54E451A9A1ED;2024-09-17;HSM_71989F3A-A82A-4EEC-8699-B7B0464326BF;SKY_15
WHATSAPP;3B67C614-D122-450F-9202-1C97F5490BDF;2024-09-19;HSM_3D6E3498-871C-4DC1-AE44-0D83B766E31A;SKY_15
WHATSAPP;3B690FDE-BB9B-46BF-B86D-7F60A4534C92;2024-09-25;HSM_A78B1F1A-CB96-4154-978E-FBE9FBC796CF;SKY_26
WHATSAPP;3B6B2ECC-6CB4-42D1-8680-8C0D6E02768F;2024-09-10;HSM_56E9D006-B97F-4FCD-9345-79E816A10257;SKY_20
WHATSAPP;3B71EA96-442F-4280-92A3-5B8191EAD76B;2024-09-03;HSM_9D4CA8E9-AFF1-401C-A216-284121925639;SKY_26
WHATSAPP;3B71EA96-442F-4280-92A3-5B8191EAD76B;2024-09-06;HSM_82EFFE7A-EAF3-4ABF-BD9A-B26F505E395A;SKY_26
WHATSAPP;3B71EA96-442F-4280-92A3-5B8191EAD76B;2024-09-19;HSM_A856BFD1-F676-4F2B-A794-48FF076953E6;SKY_15
WHATSAPP;3B77050F-1FFE-419A-9AC7-12E8E9463602;2024-09-25;HSM_1CF5AB1B-5605-4D78-AD03-3C53927EA1D9;SKY_20
WHATSAPP;3B7A658E-A255-4238-A119-5EDCEF19D3BF;2024-09-23;HSM_5EF9CE25-76D3-4184-94B0-9BCF246985B3;SKY_15
WHATSAPP;3B7CF153-2007-4629-94D0-6ABF996584E3;2024-09-26;HSM_3983AD6C-FEC3-4716-9319-FC3A5F60CFAA;SKY_26
WHATSAPP;3B7FDE7E-FA56-402A-B3BC-8FA0B93A1AB6;2024-09-04;HSM_5F292B4E-7B58-4CFF-98F0-26660C0018B1;SKY_15
WHATSAPP;3B84083D-E498-4B73-903F-E1CB7BF7E3D7;2024-09-25;HSM_3B338B05-42A2-4703-89E9-681CAB33ECA8;SKY_26
WHATSAPP;3B84083D-E498-4B73-903F-E1CB7BF7E3D7;2024-09-30;HSM_F465AC3E-991D-422C-BA72-3A03C65E82AA;SKY_26
WHATSAPP;3B87B489-6784-43A4-A7C3-FE33A94B2F7C;2024-09-18;HSM_DA6914F5-1E78-4A9C-A6CE-065A1716CA7C;SKY_15
WHATSAPP;3B92B1D7-C277-47D6-A432-AAE15B751520;2024-09-18;HSM_5578883F-B274-4F96-97C7-326BCAE39082;SKY_36
WHATSAPP;3B9826F1-B690-4463-8E55-DBE37AAFAA3B;2024-09-26;HSM_F5EB886A-4033-42DF-8231-E63DA1DF079A;SKY_15
WHATSAPP;3B98D9B5-A9A8-4302-B30A-9ED01450B07B;2024-09-16;HSM_C8A8C60E-712B-4277-9CC3-32847223CFAE;SKY_15
WHATSAPP;3B9BFCE5-A796-4C2B-9798-32B927886E66;2024-09-20;HSM_55A4D740-A97C-44E2-B9C3-4C37FC68881E;SKY_26
WHATSAPP;3BA07BB7-BEEA-477E-8F40-718F70C5E7BB;2024-09-16;HSM_D3E8FC40-F05A-4086-878B-3F176D95B162;SKY_26
WHATSAPP;3BA5F2AA-232B-49D9-8C6C-2407035E3301;2024-09-02;HSM_CA0C6A6D-FFD2-42C7-9CE9-1AB511B3915B;SKY_15
WHATSAPP;3BA5F2AA-232B-49D9-8C6C-2407035E3301;2024-09-03;HSM_7A92D6F0-36DD-478D-A260-39CC8BFB815F;SKY_26
WHATSAPP;3BA5F2AA-232B-49D9-8C6C-2407035E3301;2024-09-25;HSM_EAC43A28-4A81-4293-9FF1-196FCFF55E51;SKY_15
WHATSAPP;3BAE3024-D679-4837-8D5D-808BAE5C11BC;2024-10-01;HSM_4D7843A8-E858-43BF-ADC6-C12535154350;SKY_20
WHATSAPP;3BB0FE04-B597-413D-9B36-6A6511143CB0;2024-09-04;HSM_D0AD1392-A25F-457F-941E-35DA3688393F;SKY_26
WHATSAPP;3BB0FE04-B597-413D-9B36-6A6511143CB0;2024-09-26;HSM_24307F42-6CF1-4DB0-BAFC-B417B1674026;SKY_26
WHATSAPP;3BB661DC-68EF-4511-B380-474DFC9391DE;2024-09-09;HSM_B2A1A3A1-D8BF-4CFC-90F5-AADC768705D1;SKY_08
WHATSAPP;3BB661DC-68EF-4511-B380-474DFC9391DE;2024-09-23;HSM_C72DB510-6ADF-442B-BC51-A24BD835A156;SKY_08
WHATSAPP;3BB661DC-68EF-4511-B380-474DFC9391DE;2024-09-30;HSM_38C41130-E253-432F-AB03-8C8F03D54E12;SKY_08
WHATSAPP;3BB71D37-F884-4C90-9169-1032FB379737;2024-09-13;HSM_647EC629-F6EE-4A7A-A519-3378B56DDE11;SKY_32
WHATSAPP;3BBC9472-C74A-44F8-B5D7-F25D1C74D055;2024-09-04;HSM_10C3DF9E-0622-4E9B-805F-A3AB9FC7758E;SKY_15
WHATSAPP;3BC71E78-4FF7-498F-AA1F-AC8E7B89F39B;2024-09-27;HSM_DBB8279A-1A89-4983-94F9-DA50FBDBBFD5;SKY_15
WHATSAPP;3BCE6338-00DF-4E6D-9260-F8D939031290;2024-09-02;HSM_B1D64963-1390-4DAA-BDDE-F4700D99E6BB;SKY_35
WHATSAPP;3BE66122-C553-4C21-B547-C36CEDF237F2;2024-09-26;HSM_047B2459-5413-4ABC-A188-94FA3B5BBA09;SKY_35
WHATSAPP;3BEB5C2C-ADCF-4B96-B29C-355C7DB94A2B;2024-09-23;HSM_6F5FE273-8AA0-4665-A348-508B9E9CAD6E;SKY_15
WHATSAPP;3BEBDC0E-51A1-4458-99E4-8B19F63F8CB4;2024-09-02;HSM_A032231D-CE80-4C99-81E5-7CD925691F3B;SKY_35
WHATSAPP;3BEBDC0E-51A1-4458-99E4-8B19F63F8CB4;2024-09-11;HSM_785CF3FD-CF9A-4464-8092-D9DB981F36E9;SKY_35
WHATSAPP;3BEBDC0E-51A1-4458-99E4-8B19F63F8CB4;2024-09-20;HSM_10610F62-6772-421A-80A7-92AF34A9D73E;SKY_35
WHATSAPP;3BF06DF4-5DAE-4B1F-8374-EA1D484C1C28;2024-09-10;HSM_4F40E342-1DEC-404F-AAA9-03996607B6A7;SKY_99
WHATSAPP;3BF06DF4-5DAE-4B1F-8374-EA1D484C1C28;2024-09-10;HSM_946442AB-8A29-4FAF-B0A5-13CD00E6D724;SKY_99
WHATSAPP;3BF45542-138A-493E-8E98-A1E35F933E64;2024-09-25;HSM_5BA779C9-CB2F-43C9-912D-A2900A3DD395;SKY_20
WHATSAPP;3BFB69BB-BEB6-4CBD-86C5-2D2F6F5735C9;2024-09-30;HSM_6CD81B8B-75F5-4F3F-AE54-22B8031CF2F5;SKY_15
WHATSAPP;3C03F02B-2AC3-4A14-8544-15323A1F78CE;2024-09-10;HSM_288998DA-E3A1-444E-BCA7-235264C48CBC;SKY_35
WHATSAPP;3C03F02B-2AC3-4A14-8544-15323A1F78CE;2024-09-18;HSM_C65579D2-6F76-48EA-9F8B-85A117F06E99;SKY_21
WHATSAPP;3C0C639D-2952-44F6-A66A-A53581BD710C;2024-09-03;HSM_F0ADCB3C-A2CD-4DF4-A9EB-7F45AE7A350D;SKY_08
WHATSAPP;3C101AB4-C471-48FC-A91F-0F882C51D5F5;2024-09-23;HSM_B8E8C575-70C8-4338-8C79-4754074985BE;SKY_35
WHATSAPP;3C1530FA-8C3E-432B-861B-5E97861EA41A;2024-09-02;HSM_DFCE4551-C719-423A-A0F7-3DBAEA54CFC4;SKY_03
WHATSAPP;3C1F35E5-9726-41BF-84E8-353CF66CF220;2024-09-09;HSM_3A7E184A-062A-4A69-9AAD-AEC875155779;SKY_26
WHATSAPP;3C1F35E5-9726-41BF-84E8-353CF66CF220;2024-09-27;HSM_1DF20AC5-C054-4C21-BFBA-DF9831BC8AB8;SKY_39
WHATSAPP;3C231E9E-4167-446E-BA52-3B000B923600;2024-09-02;HSM_4734ECC5-1231-4036-9521-60BD01D09455;SKY_15
WHATSAPP;3C231E9E-4167-446E-BA52-3B000B923600;2024-09-23;HSM_3FC8DA4D-D051-492C-9E63-B0FE84CE7720;SKY_15
